evidencia_id,origem,rodada,claim_ou_campo,framework,dimensao,unidade,documento_id,evidencia,forca,confianca,status
EV-302dc04f3d,strategic_analysis,r1,Fraqueza: a oferta de servico esta incompleta em quatro elementos criticos as vesperas do lancamento.,SA-09B,weakness,ECO-07,DOC-C12-006,DOC-C09-006 lista como pendentes: 'pagina institucional de servicos; pagina Estudio; formulario visual inicial; tres familias de servico; condicao de preco inicial; demonstracoes de casos proprios; chamada CH-006 funcionando'.,strong,0.9,fact
EV-f662165e11,strategic_analysis,r1,Fraqueza: a oferta de servico esta incompleta em quatro elementos criticos as vesperas do lancamento.,SA-09B,weakness,ECO-07,DOC-C12-007,DOC-C09-006 lista como pendentes: 'pagina institucional de servicos; pagina Estudio; formulario visual inicial; tres familias de servico; condicao de preco inicial; demonstracoes de casos proprios; chamada CH-006 funcionando'.,strong,0.9,fact
EV-2ca564a394,strategic_analysis,r1,"Oportunidade: o proprio EXECUTAR e o showroom do servico, eliminando o custo de portfolio inicial.",SA-09C,opportunity,ECO-07,DOC-C05-001,"DOC-C05-001: 'O app Executar, o Agente 007, skills e plugins funcionam como provas visuais e como principal showroom das capacidades oferecidas'.",strong,0.85,fact
EV-b504e2abae,strategic_analysis,r1,"Oportunidade: o proprio EXECUTAR e o showroom do servico, eliminando o custo de portfolio inicial.",SA-09C,opportunity,ECO-07,DOC-C11-010,"DOC-C05-001: 'O app Executar, o Agente 007, skills e plugins funcionam como provas visuais e como principal showroom das capacidades oferecidas'.",strong,0.85,fact
EV-114ef84ac8,strategic_analysis,r1,"Nao ha base para pontuar atratividade de mercado do app: nenhum dos insumos de tamanho, crescimento ou rentabilidade esta verificado.",SA-10A,market_attractiveness,ECO-01,DOC-C07-007,"TAM/SAM/SOM sem metodologia (QT-0131/132/133), CAGR sem fonte resolvida (QT-0138/139), LTV e CAC apenas modelados, e 'Strict VERIFIED 0'.",none,0.85,gap
EV-e2d63c3f20,strategic_analysis,r1,"Nao ha base para pontuar atratividade de mercado do app: nenhum dos insumos de tamanho, crescimento ou rentabilidade esta verificado.",SA-10A,market_attractiveness,ECO-01,DOC-C07-009,"TAM/SAM/SOM sem metodologia (QT-0131/132/133), CAGR sem fonte resolvida (QT-0138/139), LTV e CAC apenas modelados, e 'Strict VERIFIED 0'.",none,0.85,gap
EV-da200e8c27,strategic_analysis,r1,"A atratividade do territorio de framework e sustentada por evidencia de problema, nao por evidencia de mercado.",SA-10A,market_attractiveness,ECO-03,DOC-C01-005,DOC-C01-005: 'A evidencia disponivel sustenta claramente a existencia do problema social. O que ainda precisara ser demonstrado... e se organizar essas dificuldades atraves de um framework explicito... constitui uma abordagem util e empiricamente defensavel.',strong,0.85,fact
EV-10f3be20cf,strategic_analysis,r1,"A atratividade do territorio de framework e sustentada por evidencia de problema, nao por evidencia de mercado.",SA-10A,market_attractiveness,ECO-03,DOC-C02-031,DOC-C01-005: 'A evidencia disponivel sustenta claramente a existencia do problema social. O que ainda precisara ser demonstrado... e se organizar essas dificuldades atraves de um framework explicito... constitui uma abordagem util e empiricamente defensavel.',strong,0.85,fact
EV-5858ae5fb6,strategic_analysis,r1,"A capacidade de vencer se apoia em ativos verificaveis: produto operante, base de evidencia governada e matriz de decisao de design.",SA-10B,ability_to_win,ECO-01,DOC-C04-002,"DOC-C04-002 (CI verde, 398 testes), DOC-C07-009 (22 decisoes, invariantes epistemicos), DOC-C07-003 (11 linhas GP com compensacao sistemica e decisao de produto).",strong,0.8,inference
EV-12abb51284,strategic_analysis,r1,"A capacidade de vencer se apoia em ativos verificaveis: produto operante, base de evidencia governada e matriz de decisao de design.",SA-10B,ability_to_win,ECO-01,DOC-C07-009,"DOC-C04-002 (CI verde, 398 testes), DOC-C07-009 (22 decisoes, invariantes epistemicos), DOC-C07-003 (11 linhas GP com compensacao sistemica e decisao de produto).",strong,0.8,inference
EV-e50299cb37,strategic_analysis,r1,"A capacidade de vencer se apoia em ativos verificaveis: produto operante, base de evidencia governada e matriz de decisao de design.",SA-10B,ability_to_win,ECO-01,DOC-C07-003,"DOC-C04-002 (CI verde, 398 testes), DOC-C07-009 (22 decisoes, invariantes epistemicos), DOC-C07-003 (11 linhas GP com compensacao sistemica e decisao de produto).",strong,0.8,inference
EV-d70e1bd11c,strategic_analysis,r1,"A capacidade de vencer no servico e limitada por capacidade humana, nao por demanda ou diferenciacao.",SA-10B,ability_to_win,ECO-07,DOC-C05-001,"Um cliente por semana (DOC-C05-001), tres familias de servico ainda nao especificadas (DOC-C09-006) e nenhuma padronizacao de entrega documentada.",moderate,0.75,inference
EV-cb8ef196c8,strategic_analysis,r1,"A capacidade de vencer no servico e limitada por capacidade humana, nao por demanda ou diferenciacao.",SA-10B,ability_to_win,ECO-07,DOC-C09-006,"Um cliente por semana (DOC-C05-001), tres familias de servico ainda nao especificadas (DOC-C09-006) e nenhuma padronizacao de entrega documentada.",moderate,0.75,inference
EV-14ec04afe1,strategic_analysis,r1,A capacidade de vencer no editorial depende de um ativo que ainda nao existe: o site publicado.,SA-10B,ability_to_win,ECO-02,DOC-C02-039,DOC-C02-039 registra status 'fundacao editorial definida; validacao e publicacao pendentes' e AGORA = 'Confirmar dominio e reservar @riscocognitivo'; DOC-C02-043 lista 11 proximos passos comecando por dominio e repositorio.,strong,0.9,fact
EV-2f8b652981,strategic_analysis,r1,A capacidade de vencer no editorial depende de um ativo que ainda nao existe: o site publicado.,SA-10B,ability_to_win,ECO-02,DOC-C02-043,DOC-C02-039 registra status 'fundacao editorial definida; validacao e publicacao pendentes' e AGORA = 'Confirmar dominio e reservar @riscocognitivo'; DOC-C02-043 lista 11 proximos passos comecando por dominio e repositorio.,strong,0.9,fact
EV-fef42c5f96,strategic_analysis,r1,"A escolha declarada e ocupar um territorio editorial proprio, e nao a categoria blog de TDAH.",SA-11A,where_to_play,ECO-02,DOC-C02-043,"DOC-C02-043: 'Risco Cognitivo deixa de ser apenas um blog sobre TDAH e passa a ser um territorio editorial sobre funcoes executivas, neurodivergencia, trabalho, projetos, risco e execucao'; DOC-C01-005 reforca 'TDAH pode ser seu primeiro laboratorio'.",strong,0.9,fact
EV-227def7ce5,strategic_analysis,r1,"A escolha declarada e ocupar um territorio editorial proprio, e nao a categoria blog de TDAH.",SA-11A,where_to_play,ECO-02,DOC-C01-005,"DOC-C02-043: 'Risco Cognitivo deixa de ser apenas um blog sobre TDAH e passa a ser um territorio editorial sobre funcoes executivas, neurodivergencia, trabalho, projetos, risco e execucao'; DOC-C01-005 reforca 'TDAH pode ser seu primeiro laboratorio'.",strong,0.9,fact
EV-98c1a61ace,strategic_analysis,r1,"Ha duas arquiteturas editoriais concorrentes no acervo, com categorias diferentes.",SA-11A,where_to_play_conflict,ECO-02,DOC-C02-043,"Versao A (DOC-C02-043/DOC-C01-005): territorio 'Risco Cognitivo', mais amplo que TDAH. Versao B (DOC-C10-003): 'Arquitetura editorial unica - Categoria: TDAH adulto aplicado ao trabalho, a gestao e a execucao', com tres pilares e 4E.",strong,0.85,conflict
EV-5878d10342,strategic_analysis,r1,"Ha duas arquiteturas editoriais concorrentes no acervo, com categorias diferentes.",SA-11A,where_to_play_conflict,ECO-02,DOC-C01-005,"Versao A (DOC-C02-043/DOC-C01-005): territorio 'Risco Cognitivo', mais amplo que TDAH. Versao B (DOC-C10-003): 'Arquitetura editorial unica - Categoria: TDAH adulto aplicado ao trabalho, a gestao e a execucao', com tres pilares e 4E.",strong,0.85,conflict
EV-1b1bf631f2,strategic_analysis,r1,"Ha duas arquiteturas editoriais concorrentes no acervo, com categorias diferentes.",SA-11A,where_to_play_conflict,ECO-02,DOC-C10-003,"Versao A (DOC-C02-043/DOC-C01-005): territorio 'Risco Cognitivo', mais amplo que TDAH. Versao B (DOC-C10-003): 'Arquitetura editorial unica - Categoria: TDAH adulto aplicado ao trabalho, a gestao e a execucao', com tres pilares e 4E.",strong,0.85,conflict
EV-d0fa7a0807,strategic_analysis,r1,"Ha duas arquiteturas editoriais concorrentes no acervo, com categorias diferentes.",SA-11A,where_to_play_conflict,ECO-02,DOC-C05-001,"Versao A (DOC-C02-043/DOC-C01-005): territorio 'Risco Cognitivo', mais amplo que TDAH. Versao B (DOC-C10-003): 'Arquitetura editorial unica - Categoria: TDAH adulto aplicado ao trabalho, a gestao e a execucao', com tres pilares e 4E.",strong,0.85,conflict
EV-4fa1cb7237,strategic_analysis,r1,"A escolha de terreno do produto e execucao multiprojeto, explicitamente fora do terreno clinico.",SA-11A,where_to_play,ECO-01,DOC-C07-009,"POSITION-01: 'Posicionar o EXECUTAR como sistema de execucao para rotinas multiprojeto, nao como tratamento de TDAH'; nota: 'Neurocompativel por design pode ser explorado como linguagem de design, mas nao como claim clinico'.",strong,0.9,fact
EV-2381b25f07,strategic_analysis,r1,"O terreno do framework e a integracao especifica, nao o termo generico.",SA-11A,where_to_play,ECO-03,DOC-C02-016,"RC-030: 'Nao reivindicar criacao do termo - a contribuicao defensavel e a sintese/aplicacao especifica'; DOC-C02-016 (GUARDRAIL): 'a contribuicao defensavel e a integracao especifica com funcoes executivas, neurodivergencia e execucao de projetos'.",strong,0.9,fact
EV-d2059102c2,strategic_analysis,r1,"O terreno do framework e a integracao especifica, nao o termo generico.",SA-11A,where_to_play,ECO-03,DOC-C02-042,"RC-030: 'Nao reivindicar criacao do termo - a contribuicao defensavel e a sintese/aplicacao especifica'; DOC-C02-016 (GUARDRAIL): 'a contribuicao defensavel e a integracao especifica com funcoes executivas, neurodivergencia e execucao de projetos'.",strong,0.9,fact
EV-97325e52ae,strategic_analysis,r1,"O terreno do framework e a integracao especifica, nao o termo generico.",SA-11A,where_to_play,ECO-03,DOC-C02-030,"RC-030: 'Nao reivindicar criacao do termo - a contribuicao defensavel e a sintese/aplicacao especifica'; DOC-C02-016 (GUARDRAIL): 'a contribuicao defensavel e a integracao especifica com funcoes executivas, neurodivergencia e execucao de projetos'.",strong,0.9,fact
EV-8ab799a010,strategic_analysis,r1,O terreno do servico e desenvolvimento de solucoes neuroadaptadas demonstradas por casos proprios.,SA-11A,where_to_play,ECO-07,DOC-C05-001,"DOC-C05-001: 'Desenvolvimento de solucoes neuroadaptadas: automacoes, workflows, apps, rotinas, MCPs e agentes, sempre demonstrados por casos proprios como o Executar'.",strong,0.85,fact
EV-bf679e82c3,strategic_analysis,r1,O terreno do servico e desenvolvimento de solucoes neuroadaptadas demonstradas por casos proprios.,SA-11A,where_to_play,ECO-07,DOC-C09-006,"DOC-C05-001: 'Desenvolvimento de solucoes neuroadaptadas: automacoes, workflows, apps, rotinas, MCPs e agentes, sempre demonstrados por casos proprios como o Executar'.",strong,0.85,fact
EV-748741d195,strategic_analysis,r1,A logica de vitoria editorial e sequencial: instalar a categoria antes de apresentar o produto.,SA-11B,how_to_win,ECO-02,DOC-C02-042,"DOC-C02-042: 'construir primeiro a categoria intelectual Risco Cognitivo, depois validar o framework e somente entao apresentar o EXECUTAR como implementacao'; DOC-C02-043: 'O artigo nao termina vendendo EXECUTAR'.",strong,0.9,fact
EV-15e9b8731f,strategic_analysis,r1,A logica de vitoria editorial e sequencial: instalar a categoria antes de apresentar o produto.,SA-11B,how_to_win,ECO-02,DOC-C02-043,"DOC-C02-042: 'construir primeiro a categoria intelectual Risco Cognitivo, depois validar o framework e somente entao apresentar o EXECUTAR como implementacao'; DOC-C02-043: 'O artigo nao termina vendendo EXECUTAR'.",strong,0.9,fact
EV-9fff03638b,strategic_analysis,r1,A logica de vitoria editorial e sequencial: instalar a categoria antes de apresentar o produto.,SA-11B,how_to_win,ECO-02,DOC-C02-014,"DOC-C02-042: 'construir primeiro a categoria intelectual Risco Cognitivo, depois validar o framework e somente entao apresentar o EXECUTAR como implementacao'; DOC-C02-043: 'O artigo nao termina vendendo EXECUTAR'.",strong,0.9,fact
EV-2bbc86af26,strategic_analysis,r1,Ha conflito direto entre a sequencia editorial (produto por ultimo) e o GTM de 07/09 (produto e ofertas no dia um).,SA-11B,how_to_win_conflict,ECO-01,DOC-C02-042,"DOC-C02-042/043: 'CTA inicial: ler, explorar, assinar e baixar... o EXECUTAR fica para uma campanha posterior'. DOC-C06-001/DOC-C08-011: lancamento em 07/09 com CTA-001 App, CTA-004 E-book, CTA-005 Curso, CTA-006 Studio, CTA-009 Office Kit e commerce em Hotmart configurado em D3.",strong,0.9,conflict
EV-2572957474,strategic_analysis,r1,Ha conflito direto entre a sequencia editorial (produto por ultimo) e o GTM de 07/09 (produto e ofertas no dia um).,SA-11B,how_to_win_conflict,ECO-01,DOC-C02-043,"DOC-C02-042/043: 'CTA inicial: ler, explorar, assinar e baixar... o EXECUTAR fica para uma campanha posterior'. DOC-C06-001/DOC-C08-011: lancamento em 07/09 com CTA-001 App, CTA-004 E-book, CTA-005 Curso, CTA-006 Studio, CTA-009 Office Kit e commerce em Hotmart configurado em D3.",strong,0.9,conflict
EV-2073856973,strategic_analysis,r1,Ha conflito direto entre a sequencia editorial (produto por ultimo) e o GTM de 07/09 (produto e ofertas no dia um).,SA-11B,how_to_win_conflict,ECO-01,DOC-C06-001,"DOC-C02-042/043: 'CTA inicial: ler, explorar, assinar e baixar... o EXECUTAR fica para uma campanha posterior'. DOC-C06-001/DOC-C08-011: lancamento em 07/09 com CTA-001 App, CTA-004 E-book, CTA-005 Curso, CTA-006 Studio, CTA-009 Office Kit e commerce em Hotmart configurado em D3.",strong,0.9,conflict
EV-d2c5e2cdb1,strategic_analysis,r1,Ha conflito direto entre a sequencia editorial (produto por ultimo) e o GTM de 07/09 (produto e ofertas no dia um).,SA-11B,how_to_win_conflict,ECO-01,DOC-C08-011,"DOC-C02-042/043: 'CTA inicial: ler, explorar, assinar e baixar... o EXECUTAR fica para uma campanha posterior'. DOC-C06-001/DOC-C08-011: lancamento em 07/09 com CTA-001 App, CTA-004 E-book, CTA-005 Curso, CTA-006 Studio, CTA-009 Office Kit e commerce em Hotmart configurado em D3.",strong,0.9,conflict
EV-7915b60b07,strategic_analysis,r1,"A promessa competitiva do produto e reduzir o trabalho de operar a ferramenta, nao adicionar recursos.",SA-11B,how_to_win,ECO-01,DOC-C09-004,"DOC-C09-004: 'O aplicativo de produtividade feito para voce usar menos. O sistema sustenta a estrutura; o usuario executa'; DOC-C05-001 item 04: 'Zero configuracao, minima personalizacao, externalizacao cognitiva e reducao do tempo gasto administrando a ferramenta'.",strong,0.9,fact
EV-80b79b44e8,strategic_analysis,r1,"A promessa competitiva do produto e reduzir o trabalho de operar a ferramenta, nao adicionar recursos.",SA-11B,how_to_win,ECO-01,DOC-C05-001,"DOC-C09-004: 'O aplicativo de produtividade feito para voce usar menos. O sistema sustenta a estrutura; o usuario executa'; DOC-C05-001 item 04: 'Zero configuracao, minima personalizacao, externalizacao cognitiva e reducao do tempo gasto administrando a ferramenta'.",strong,0.9,fact
EV-c26f6d2b2a,strategic_analysis,r1,"A logica de vitoria do framework e validacao em estagios, com cada etapa condicionada a anterior.",SA-11B,how_to_win,ECO-03,DOC-C02-042,"DOC-C02-042: 'Risco Cognitivo = territorio/publicacao -> CERM = framework investigavel -> Mapa/Register = ferramenta aplicada -> EXECUTAR = implementacao -> dados/casos = evidencia -> white paper/livro/curso = expansao, mantendo cada estagio condicionado a validacao do anterior'.",strong,0.9,fact
EV-f18f0eaaa0,strategic_analysis,r1,"A logica de vitoria do framework e validacao em estagios, com cada etapa condicionada a anterior.",SA-11B,how_to_win,ECO-03,DOC-C02-031,"DOC-C02-042: 'Risco Cognitivo = territorio/publicacao -> CERM = framework investigavel -> Mapa/Register = ferramenta aplicada -> EXECUTAR = implementacao -> dados/casos = evidencia -> white paper/livro/curso = expansao, mantendo cada estagio condicionado a validacao do anterior'.",strong,0.9,fact
EV-fe1951bcbe,strategic_analysis,r1,"A logica de vitoria do framework e validacao em estagios, com cada etapa condicionada a anterior.",SA-11B,how_to_win,ECO-03,DOC-C02-015,"DOC-C02-042: 'Risco Cognitivo = territorio/publicacao -> CERM = framework investigavel -> Mapa/Register = ferramenta aplicada -> EXECUTAR = implementacao -> dados/casos = evidencia -> white paper/livro/curso = expansao, mantendo cada estagio condicionado a validacao do anterior'.",strong,0.9,fact
EV-57984358a4,strategic_analysis,r1,"A logica de vitoria do servico e transformacao visivel: o cliente decide por evidencia, nao por termo tecnico.",SA-11B,how_to_win,ECO-07,DOC-C11-010,"DOC-C11-010: 'Cliente entra, ve o problema compreendido e testa um prototipo... escolhe: aprovar, mudar ou perguntar... O cliente acompanha a construcao pela transformacao visivel, nao por termos tecnicos'.",strong,0.85,fact
EV-7e6de412ca,strategic_analysis,r1,"A logica de vitoria do servico e transformacao visivel: o cliente decide por evidencia, nao por termo tecnico.",SA-11B,how_to_win,ECO-07,DOC-C09-006,"DOC-C11-010: 'Cliente entra, ve o problema compreendido e testa um prototipo... escolhe: aprovar, mudar ou perguntar... O cliente acompanha a construcao pela transformacao visivel, nao por termos tecnicos'.",strong,0.85,fact
EV-21481da505,strategic_analysis,r1,Existem 15 decisoes de produto e seguranca derivadas de perguntas do framework de 694 itens.,SA-12,requirements,ECO-01,DOC-C07-009,"DOC-C07-009, all_decisions PROD-01 a PROD-15, cada uma com framework_question_id (FRM-0102 a FRM-0585), dominio e status 'DECISION_DERIVED_FROM_CANDIDATE_EVIDENCE'.",strong,0.9,fact
EV-b6eb84e04b,strategic_analysis,r1,Requisito nuclear: a interface deve expor uma unica proxima acao principal e esconder complexidade secundaria.,SA-12,requirement,ECO-01,DOC-C07-009,"PROD-09 (FRM-0461): 'A interface deve tornar explicita uma unica proxima acao principal e esconder complexidade secundaria ate ser necessaria', confianca MEDIA-ALTA; PROD-12: 'Nos primeiros segundos, mostrar estado atual, resultado necessario e proxima acao - nao o projeto inteiro'.",strong,0.85,fact
EV-6e53134824,strategic_analysis,r1,Requisito nuclear: a interface deve expor uma unica proxima acao principal e esconder complexidade secundaria.,SA-12,requirement,ECO-01,DOC-C07-003,"PROD-09 (FRM-0461): 'A interface deve tornar explicita uma unica proxima acao principal e esconder complexidade secundaria ate ser necessaria', confianca MEDIA-ALTA; PROD-12: 'Nos primeiros segundos, mostrar estado atual, resultado necessario e proxima acao - nao o projeto inteiro'.",strong,0.85,fact
EV-4813652f8a,strategic_analysis,r1,Requisito de estado: o contexto e a posicao de execucao devem ser persistidos para que a retomada nao dependa de reconstrucao mental.,SA-12,requirement,ECO-01,DOC-C07-009,PROD-13 (FRM-0567): 'Persistir contexto e posicao de execucao para que retomadas nao dependam de reconstrucao mental do projeto'; GP-07 na matriz: 'O sistema deve ser memoria externa do estado operacional'.,strong,0.9,fact
EV-43daa92f20,strategic_analysis,r1,Requisito de estado: o contexto e a posicao de execucao devem ser persistidos para que a retomada nao dependa de reconstrucao mental.,SA-12,requirement,ECO-01,DOC-C07-003,PROD-13 (FRM-0567): 'Persistir contexto e posicao de execucao para que retomadas nao dependam de reconstrucao mental do projeto'; GP-07 na matriz: 'O sistema deve ser memoria externa do estado operacional'.,strong,0.9,fact
EV-d9023dfe16,strategic_analysis,r1,"Requisito negativo: o produto deve bloquear usos como diagnostico, substituicao profissional ou inferencia clinica.",SA-12,requirement_prohibition,ECO-01,DOC-C07-009,"PROD-14 (FRM-0584): 'Bloquear usos do produto como diagnostico, substituicao profissional ou inferencia clinica a partir de desempenho em tarefas'; PROD-08 proibe 'triagem diagnostica baseada em um unico teste, score ou tarefa do app'.",strong,0.9,fact
EV-a13a114718,strategic_analysis,r1,Requisito de interrupcao: notificar apenas por eventos criticos; informativas devem ser agrupadas ou adiadas.,SA-12,requirement_notifications,ECO-01,DOC-C07-009,"PROD-10 (FRM-0485): 'Interromper o usuario apenas por eventos criticos; notificacoes informativas devem ser agrupadas ou adiadas por padrao', confianca MEDIA-ALTA.",strong,0.8,fact
EV-6192aa803b,strategic_analysis,r1,Requisito de interrupcao: notificar apenas por eventos criticos; informativas devem ser agrupadas ou adiadas.,SA-12,requirement_notifications,ECO-01,DOC-C07-007,"PROD-10 (FRM-0485): 'Interromper o usuario apenas por eventos criticos; notificacoes informativas devem ser agrupadas ou adiadas por padrao', confianca MEDIA-ALTA.",strong,0.8,fact
EV-58e6cfa1f0,strategic_analysis,r1,"Nao existe um MRD consolidado; os requisitos estao dispersos entre decisoes, matriz e visao de oferta.",SA-12,mrd_artifact,ECO-01,DOC-C07-009,"As fontes de requisito sao DOC-C07-009 (22 decisoes), DOC-C07-003 (11 decisoes de design da matriz) e DOC-C05-001 (features e pilares), sem documento unico que os reuna com prioridade e criterio de aceite.",none,0.8,gap
EV-9001b91f63,strategic_analysis,r1,"Nao existe um MRD consolidado; os requisitos estao dispersos entre decisoes, matriz e visao de oferta.",SA-12,mrd_artifact,ECO-01,DOC-C07-003,"As fontes de requisito sao DOC-C07-009 (22 decisoes), DOC-C07-003 (11 decisoes de design da matriz) e DOC-C05-001 (features e pilares), sem documento unico que os reuna com prioridade e criterio de aceite.",none,0.8,gap
EV-92dc7c6e64,strategic_analysis,r1,"Nao existe um MRD consolidado; os requisitos estao dispersos entre decisoes, matriz e visao de oferta.",SA-12,mrd_artifact,ECO-01,DOC-C05-001,"As fontes de requisito sao DOC-C07-009 (22 decisoes), DOC-C07-003 (11 decisoes de design da matriz) e DOC-C05-001 (features e pilares), sem documento unico que os reuna com prioridade e criterio de aceite.",none,0.8,gap
EV-892b3117a0,strategic_analysis,r1,Ha conflito entre a demonstracao planejada com QR e a decisao tecnica que substituiu QR por reconhecimento de forma.,SA-12,product_gap,ECO-01,DOC-C11-008,DOC-C11-008 (Cena B): 'Usar QR/atalho para sair do objeto fisico e abrir o contexto correto'. DOC-C04-002: 'PR #75 substituiu QR impresso pelos 5 simbolos administrativos reconhecidos diretamente por forma na imagem da camera'.,strong,0.85,conflict
EV-fb4986141a,strategic_analysis,r1,Ha conflito entre a demonstracao planejada com QR e a decisao tecnica que substituiu QR por reconhecimento de forma.,SA-12,product_gap,ECO-01,DOC-C04-002,DOC-C11-008 (Cena B): 'Usar QR/atalho para sair do objeto fisico e abrir o contexto correto'. DOC-C04-002: 'PR #75 substituiu QR impresso pelos 5 simbolos administrativos reconhecidos diretamente por forma na imagem da camera'.,strong,0.85,conflict
EV-0010842246,strategic_analysis,r1,"O GTM tem capacidade declarada, folga explicita e data de congelamento.",SA-13,launch_plan,ECO-01,DOC-C06-001,"DOC-C06-001: '12 dias de producao, 10 gates G0-G9, 60h comprometidas, 12h reserva' sobre '72h potenciais'; fases: producao 25/08-05/09, buffer 06/09, lancamento 07/09.",strong,0.9,fact
EV-ceeb3f47e4,strategic_analysis,r1,"O GTM tem capacidade declarada, folga explicita e data de congelamento.",SA-13,launch_plan,ECO-01,DOC-C08-011,"DOC-C06-001: '12 dias de producao, 10 gates G0-G9, 60h comprometidas, 12h reserva' sobre '72h potenciais'; fases: producao 25/08-05/09, buffer 06/09, lancamento 07/09.",strong,0.9,fact
EV-a501212a76,strategic_analysis,r1,"O GTM tem capacidade declarada, folga explicita e data de congelamento.",SA-13,launch_plan,ECO-01,DOC-C18-002,"DOC-C06-001: '12 dias de producao, 10 gates G0-G9, 60h comprometidas, 12h reserva' sobre '72h potenciais'; fases: producao 25/08-05/09, buffer 06/09, lancamento 07/09.",strong,0.9,fact
EV-3f54b23418,strategic_analysis,r1,"A cadeia de valor do lancamento e sequencial em dez gates, do control plane ao launch.",SA-13,launch_gates,ECO-01,DOC-C06-001,"DOC-C06-001: 'G0 Control Plane, G1 Destinos, G2 Commerce, G3 Editorial, G4 Derivados, G5 Showroom, G6 Distribuicao, G7 Tracking, G8 Freeze, G9 Launch'; regra: 'Nao: produzir tudo -> acumular -> tentar publicar tudo em 06/09'.",strong,0.9,fact
EV-407ec820ca,strategic_analysis,r1,"A cadeia de valor do lancamento e sequencial em dez gates, do control plane ao launch.",SA-13,launch_gates,ECO-01,DOC-C08-011,"DOC-C06-001: 'G0 Control Plane, G1 Destinos, G2 Commerce, G3 Editorial, G4 Derivados, G5 Showroom, G6 Distribuicao, G7 Tracking, G8 Freeze, G9 Launch'; regra: 'Nao: produzir tudo -> acumular -> tentar publicar tudo em 06/09'.",strong,0.9,fact
EV-860b31dbd4,strategic_analysis,r1,Existem dez criterios objetivos de congelamento em 05/09.,SA-13,launch_criteria,ECO-01,DOC-C08-007,DOC-C08-007: paginas criticas abrem em celular e computador; chamadas chegam ao destino; formularios recebem; ofertas digitais cadastradas; afiliados identificados; pecas publicadas ou agendadas; demonstracoes acessiveis; redes agendadas; medicao basica funciona; nenhuma entrega critica aguardando producao.,strong,0.9,fact
EV-5784755cf8,strategic_analysis,r1,Existem dez criterios objetivos de congelamento em 05/09.,SA-13,launch_criteria,ECO-01,DOC-C16-003,DOC-C08-007: paginas criticas abrem em celular e computador; chamadas chegam ao destino; formularios recebem; ofertas digitais cadastradas; afiliados identificados; pecas publicadas ou agendadas; demonstracoes acessiveis; redes agendadas; medicao basica funciona; nenhuma entrega critica aguardando producao.,strong,0.9,fact
EV-9c7c43bbdd,strategic_analysis,r1,A estrategia de canais foi simplificada: blog como peca-mae e um canal principal de video com playlists.,SA-13,channels,ECO-02,DOC-C05-001,"DOC-C05-001: 'Blog como peca-mae editorial, YouTube com videos majoritariamente verticais, reaproveitamento em Instagram e TikTok, e LinkedIn com abordagem mais tecnica'; QL-0038: 'A estrategia de cinco canais e substituida por um canal principal com playlists'.",strong,0.85,fact
EV-fceda28eb2,strategic_analysis,r1,A estrategia de canais foi simplificada: blog como peca-mae e um canal principal de video com playlists.,SA-13,channels,ECO-02,DOC-C07-007,"DOC-C05-001: 'Blog como peca-mae editorial, YouTube com videos majoritariamente verticais, reaproveitamento em Instagram e TikTok, e LinkedIn com abordagem mais tecnica'; QL-0038: 'A estrategia de cinco canais e substituida por um canal principal com playlists'.",strong,0.85,fact
EV-f49ba55ea7,strategic_analysis,r1,"A escolha do blog como canal inicial e uma hipotese declarada, nao um resultado medido.",SA-13,channel_hypothesis,ECO-02,DOC-C07-007,"QL-000057: 'A equipe decidiu priorizar um blog visual-first com newsletter como canal inicial, com a hipotese de que blogs gerariam mais leads qualificados do que redes sociais dispersas para este publico'.",moderate,0.75,fact
EV-5d88a12b02,strategic_analysis,r1,"A campanha inaugural do Risco Cognitivo tem escopo fechado: 14 dias, 18 ativos, CTA editorial.",SA-13,campaign,ECO-02,DOC-C02-043,"DOC-C02-043: 'Nome: Antes do Projeto Existe o Risco Cognitivo. Duracao: 14 dias... Pacote: 1 artigo, 1 newsletter, 1 video principal, 3 videos curtos, 2 carrosseis, 6 posts curtos, 1 infografico, 1 checklist, 1 lead magnet e 1 landing page - 18 ativos principais'; cronograma D1-D14 detalhado em DOC-C02-039.",strong,0.9,fact
EV-2fb9bffce3,strategic_analysis,r1,"A campanha inaugural do Risco Cognitivo tem escopo fechado: 14 dias, 18 ativos, CTA editorial.",SA-13,campaign,ECO-02,DOC-C02-039,"DOC-C02-043: 'Nome: Antes do Projeto Existe o Risco Cognitivo. Duracao: 14 dias... Pacote: 1 artigo, 1 newsletter, 1 video principal, 3 videos curtos, 2 carrosseis, 6 posts curtos, 1 infografico, 1 checklist, 1 lead magnet e 1 landing page - 18 ativos principais'; cronograma D1-D14 detalhado em DOC-C02-039.",strong,0.9,fact
EV-9661c13eee,strategic_analysis,r1,"A campanha inaugural do Risco Cognitivo tem escopo fechado: 14 dias, 18 ativos, CTA editorial.",SA-13,campaign,ECO-02,DOC-C02-014,"DOC-C02-043: 'Nome: Antes do Projeto Existe o Risco Cognitivo. Duracao: 14 dias... Pacote: 1 artigo, 1 newsletter, 1 video principal, 3 videos curtos, 2 carrosseis, 6 posts curtos, 1 infografico, 1 checklist, 1 lead magnet e 1 landing page - 18 ativos principais'; cronograma D1-D14 detalhado em DOC-C02-039.",strong,0.9,fact
